Time,Latitude,Longitude,Range,CorrectedRange,WetTropoCorrection,DryTropoCorrection,IonoCorrection
514498801.10553336,52.399387999999995, 13.648563,810675.8229,810673.4065,-0.0646,-2.3322,-0.0196
514498801.1549916,52.402237, 13.647179,810676.6950,810674.2786,-0.0646,-2.3322,-0.0196
514498801.20444965,52.405086, 13.645793999999999,810677.5428,810675.1265,-0.0646,-2.3322,-0.0196
514498801.2539208,52.407936, 13.644409,810677.3272,810674.9109,-0.0645,-2.3322,-0.0196
514498801.30337906,52.410785999999995, 13.643023999999999,810677.7054,810675.2891,-0.0645,-2.3321,-0.0196
514498801.35284996,52.413636, 13.641637999999999,810679.3829,810676.9667,-0.0645,-2.3321,-0.0196
514498801.40229535,52.416484, 13.640253,810682.4898,810680.0736,-0.0645,-2.3321,-0.0196
514498801.4517665,52.419334, 13.638867,810684.4472,810682.0311,-0.0645,-2.3321,-0.0196
514498801.50122476,52.422183, 13.637481,810680.6734,810678.2573,-0.0645,-2.3320,-0.0195
514498801.550683,52.425033, 13.636095,810681.4398,810679.0237,-0.0645,-2.3320,-0.0195
514498801.6001539,52.427882999999994, 13.634708999999999,810681.9447,810679.5287,-0.0645,-2.3320,-0.0195
514498801.6496122,52.430732, 13.633322999999999,810682.5816,810680.1656,-0.0645,-2.3320,-0.0195
514498801.69907045,52.433581, 13.631936999999999,810683.2517,810680.8358,-0.0645,-2.3320,-0.0195
514498801.7485416,52.436431, 13.63055,810683.8144,810681.3985,-0.0645,-2.3319,-0.0195
514498801.79800034,52.43928, 13.629163,810684.4795,810682.0636,-0.0644,-2.3319,-0.0195
514498801.8474462,52.442128999999994, 13.627777,810685.0303,810682.6145,-0.0644,-2.3319,-0.0195
514498801.8969176,52.444978, 13.626389,810685.6879,810683.2721,-0.0644,-2.3319,-0.0195
514498801.9463763,52.447827999999994, 13.625001999999999,810686.2017,810683.7860,-0.0644,-2.3318,-0.0195
514498801.99583507,52.450677, 13.623615,810687.3961,810684.9804,-0.0644,-2.3318,-0.0195
514498802.04529357,52.453526, 13.622228,810686.6199,810684.2043,-0.0644,-2.3317,-0.0195
514498802.0947516,52.456374999999994, 13.62084,810695.9860,810693.5705,-0.0644,-2.3316,-0.0195
514498802.1442232,52.459224999999996, 13.619451999999999,810688.5096,810686.0942,-0.0644,-2.3315,-0.0195
514498802.19366884,52.462073, 13.618065,810688.9964,810686.5812,-0.0643,-2.3314,-0.0195
514498802.2431271,52.464921999999994, 13.616677,810689.5496,810687.1345,-0.0643,-2.3313,-0.0195
514498802.2925854,52.467771, 13.615288999999999,810689.4295,810687.0145,-0.0643,-2.3312,-0.0195
516831603.6443763,52.330073, 13.684114,810546.0679,810543.6480,-0.0865,-2.3012,-0.0322
516831603.69382167,52.332921999999996, 13.682732999999999,810545.8761,810543.4562,-0.0865,-2.3012,-0.0322
516831603.74326706,52.335771, 13.681353,810545.5830,810543.1631,-0.0864,-2.3012,-0.0322
516831603.7927253,52.338620999999996, 13.679972,810545.8317,810543.4119,-0.0864,-2.3012,-0.0322
516831603.84217095,52.34147, 13.678590999999999,810546.9793,810544.5595,-0.0864,-2.3012,-0.0322
516831603.8916292,52.344319999999996, 13.677209999999999,810547.2211,810544.8013,-0.0864,-2.3012,-0.0322
516831603.9410746,52.347169, 13.675829,810547.4777,810545.0580,-0.0863,-2.3012,-0.0322
516831603.99052024,52.350017, 13.674448,810547.6870,810545.2673,-0.0863,-2.3012,-0.0322
516831604.0399647,52.352866, 13.673065999999999,810547.7419,810545.3222,-0.0863,-2.3012,-0.0322
516831604.0894103,52.355715, 13.671685,810548.4162,810545.9965,-0.0863,-2.3012,-0.0322
516831604.1388686,52.358565, 13.670302999999999,810549.0916,810546.6719,-0.0863,-2.3012,-0.0322
516831604.18832684,52.361415, 13.668921,810549.6304,810547.2107,-0.0862,-2.3012,-0.0322
516831604.237772,52.364264, 13.667539,810550.2901,810547.8704,-0.0862,-2.3012,-0.0322
516831604.2872176,52.367112999999996, 13.666157,810550.9103,810548.4907,-0.0862,-2.3012,-0.0322
516831604.336663,52.369960999999996, 13.664774,810552.5976,810550.1780,-0.0862,-2.3012,-0.0322
516831604.3861215,52.372811, 13.663390999999999,810552.2797,810549.8601,-0.0862,-2.3012,-0.0322
516831604.4355676,52.375659999999996, 13.662009,810552.8408,810550.4212,-0.0862,-2.3012,-0.0322
516831604.4850137,52.378509, 13.660625999999999,810553.3619,810550.9423,-0.0862,-2.3012,-0.0322
516831604.5344598,52.381358, 13.659243,810554.0241,810551.6045,-0.0861,-2.3013,-0.0322
516831604.5839186,52.384206999999996, 13.65786,810554.6938,810552.2742,-0.0861,-2.3013,-0.0322
516831604.6333773,52.387057, 13.656476,810555.2194,810552.7998,-0.0861,-2.3013,-0.0322
516831604.6828232,52.389905999999996, 13.655092999999999,810555.7585,810553.3389,-0.0861,-2.3013,-0.0322
516831604.7322693,52.392754, 13.653709,810556.5585,810554.1389,-0.0861,-2.3013,-0.0322
516831604.781728,52.395604, 13.652325,810557.0862,810554.6667,-0.0861,-2.3013,-0.0322
516831604.8311739,52.398452999999996, 13.650941999999999,810557.7898,810555.3703,-0.0861,-2.3013,-0.0322
516831604.88063216,52.401302, 13.649557,810558.7380,810556.3185,-0.0860,-2.3013,-0.0322
516831604.93007755,52.404151, 13.648173,810559.5882,810557.1687,-0.0860,-2.3013,-0.0322
516831604.9795232,52.407, 13.646789,810559.9027,810557.4832,-0.0860,-2.3013,-0.0322
516831605.0289941,52.40985, 13.645404,810560.6452,810558.2258,-0.0860,-2.3013,-0.0322
516831605.07844067,52.412698999999996, 13.644019,810562.1692,810559.7499,-0.0860,-2.3012,-0.0322
516831605.12788606,52.415547, 13.642634999999999,810561.3268,810558.9076,-0.0859,-2.3011,-0.0322
516831605.1773443,52.418397, 13.641249,810565.2677,810562.8486,-0.0859,-2.3010,-0.0322
516831605.22678995,52.421245, 13.639864,810562.3498,810559.9308,-0.0859,-2.3010,-0.0322
516831605.2762482,52.424094999999994, 13.638479,810563.6599,810561.2410,-0.0859,-2.3009,-0.0322
516831605.3256936,52.426942999999994, 13.637094,810564.0173,810561.5985,-0.0858,-2.3008,-0.0322
516831605.3751519,52.429793, 13.635708,810564.5180,810562.0993,-0.0858,-2.3007,-0.0322
516831605.42459726,52.432641, 13.634322,810565.2500,810562.8314,-0.0858,-2.3007,-0.0322
516831605.4740555,52.435491, 13.632935999999999,810565.9370,810563.5185,-0.0858,-2.3006,-0.0322
516831605.52350116,52.438339, 13.631549999999999,810566.4419,810564.0235,-0.0857,-2.3005,-0.0321
516831605.5729594,52.441188, 13.630163999999999,810566.9730,810564.5547,-0.0857,-2.3004,-0.0321
516831605.62241745,52.444038, 13.628777,810567.6310,810565.2128,-0.0857,-2.3004,-0.0321
516831605.6718631,52.446886, 13.627391,810568.1743,810565.7562,-0.0857,-2.3003,-0.0321
516831605.72132134,52.449735999999994, 13.626004,810569.2437,810566.8257,-0.0856,-2.3002,-0.0321
516831605.7707796,52.452585, 13.624616999999999,810570.6377,810568.2198,-0.0856,-2.3001,-0.0321
516831605.820225,52.455433, 13.62323,810567.2314,810564.8136,-0.0856,-2.3001,-0.0321
516831605.86968327,52.458282999999994, 13.621843,810569.8556,810567.4379,-0.0856,-2.3000,-0.0321
516831605.9191289,52.461130999999995, 13.620455999999999,810570.6301,810568.2125,-0.0855,-2.2999,-0.0321
516831605.96858716,52.46398, 13.619067999999999,810571.2793,810568.8618,-0.0855,-2.2998,-0.0321
516831606.01804423,52.466829, 13.61768,810571.6409,810569.2236,-0.0855,-2.2997,-0.0321
516831606.067477,52.469677, 13.616292999999999,810571.0864,810568.6693,-0.0855,-2.2996,-0.0321
519164404.2203193,52.330552, 13.692397999999999,810320.3504,810317.8747,-0.1762,-2.2705,-0.0290
519164404.269752,52.333400999999995, 13.691018,810319.8511,810317.3754,-0.1762,-2.2705,-0.0290
519164404.36861753,52.339098, 13.688258,810321.2279,810318.7523,-0.1762,-2.2705,-0.0290
519164404.4180503,52.341946, 13.686878,810319.9135,810317.4379,-0.1762,-2.2704,-0.0290
519164404.4674704,52.344794, 13.685497999999999,810320.6651,810318.1895,-0.1762,-2.2704,-0.0290
519164404.51690316,52.347643, 13.684116999999999,810320.7389,810318.2634,-0.1761,-2.2704,-0.0290
519164404.5663359,52.350491, 13.682737,810323.6749,810321.1994,-0.1761,-2.2704,-0.0290
519164404.6157687,52.353339999999996, 13.681356,810324.2799,810321.8044,-0.1761,-2.2704,-0.0290
519164404.6652014,52.356187999999996, 13.679974999999999,810319.1843,810316.7088,-0.1761,-2.2703,-0.0290
519164404.71463394,52.359037, 13.678593999999999,810320.0194,810317.5440,-0.1761,-2.2703,-0.0290
519164404.7640667,52.361885, 13.677213,810321.5792,810319.1038,-0.1761,-2.2703,-0.0290
519164404.81349945,52.364733, 13.675830999999999,810321.5056,810319.0302,-0.1761,-2.2703,-0.0290
519164404.86293244,52.367582, 13.67445,810321.9081,810319.4327,-0.1761,-2.2703,-0.0290
519164404.9123652,52.37043, 13.673067999999999,810323.0627,810320.5874,-0.1761,-2.2702,-0.0290
519164404.96179795,52.373279, 13.671686,810324.5685,810322.0932,-0.1761,-2.2702,-0.0290
519164405.0112319,52.376127, 13.670304,810323.7470,810321.2717,-0.1761,-2.2702,-0.0290
519164405.0606649,52.378975, 13.668922,810324.3252,810321.8499,-0.1761,-2.2702,-0.0290
519164405.11009836,52.381823999999995, 13.667539,810325.2797,810322.8045,-0.1760,-2.2702,-0.0290
519164405.1595316,52.384671999999995, 13.666157,810325.6525,810323.1773,-0.1760,-2.2702,-0.0290
519164405.2089648,52.387519999999995, 13.664774,810326.5074,810324.0322,-0.1760,-2.2702,-0.0290
519164405.25839806,52.390369, 13.663390999999999,810327.0878,810324.6126,-0.1759,-2.2703,-0.0290
519164405.3078315,52.393217, 13.662008,810327.8337,810325.3586,-0.1759,-2.2703,-0.0290
519164405.35726476,52.396065, 13.660625,810328.0409,810325.5658,-0.1758,-2.2703,-0.0290
519164405.40671086,52.398914, 13.659241999999999,810329.0209,810326.5458,-0.1758,-2.2703,-0.0290
519164405.45614386,52.401762999999995, 13.657858,810329.3892,810326.9141,-0.1758,-2.2703,-0.0290
519164405.5055766,52.404610999999996, 13.656474999999999,810329.9034,810327.4284,-0.1757,-2.2703,-0.0290
519164405.55500937,52.407458999999996, 13.655090999999999,810330.9688,810328.4938,-0.1757,-2.2703,-0.0290
519164405.6044421,52.410306999999996, 13.653706999999999,810333.4681,810330.9931,-0.1757,-2.2703,-0.0290
519164405.65388775,52.413156, 13.652322999999999,810334.1222,810331.6472,-0.1756,-2.2703,-0.0290
519164405.70333314,52.416005, 13.650938,810335.3458,810332.8709,-0.1756,-2.2703,-0.0290
519164405.75275326,52.418852, 13.649554,810338.1760,810335.7011,-0.1756,-2.2704,-0.0290
519164405.802186,52.421701, 13.648169999999999,810340.9189,810338.4440,-0.1755,-2.2704,-0.0290
519164405.85161877,52.424549, 13.646785,810334.5125,810332.0376,-0.1755,-2.2704,-0.0290
519164405.9010644,52.427398, 13.645399999999999,810335.1326,810332.6578,-0.1755,-2.2704,-0.0290
519164405.95049715,52.430246, 13.644015,810335.8235,810333.3487,-0.1754,-2.2704,-0.0290
519164405.99991703,52.433093, 13.642631,810336.3164,810333.8416,-0.1754,-2.2704,-0.0290
519164406.04936147,52.435942, 13.641245,810336.9196,810334.4449,-0.1754,-2.2704,-0.0290
519164406.0987942,52.43879, 13.639859999999999,810337.4548,810334.9801,-0.1753,-2.2704,-0.0290
519164406.1482272,52.441638, 13.638473999999999,810338.0758,810335.6012,-0.1753,-2.2703,-0.0290
519164406.1976726,52.444486999999995, 13.637087999999999,810338.6266,810336.1520,-0.1753,-2.2703,-0.0290
519164406.2470927,52.447334, 13.635703,810339.4086,810336.9341,-0.1752,-2.2703,-0.0290
519164406.2965255,52.450182, 13.634317,810339.7784,810337.3040,-0.1752,-2.2703,-0.0290
519164406.3459711,52.453030999999996, 13.63293,810337.8139,810335.3395,-0.1752,-2.2703,-0.0290
519164406.39540386,52.455878999999996, 13.631544,810337.4031,810334.9288,-0.1751,-2.2702,-0.0290
519164406.4448366,52.458726999999996, 13.630158,810338.6243,810336.1500,-0.1751,-2.2702,-0.0290
519164406.4942694,52.461574999999996, 13.628770999999999,810341.1138,810338.6396,-0.1751,-2.2702,-0.0290
519164406.5437021,52.464423, 13.627384,810342.3395,810339.8654,-0.1750,-2.2702,-0.0289
519164406.59314775,52.467271, 13.625997,810343.9999,810341.5258,-0.1750,-2.2702,-0.0289
521497204.4249337,52.330783999999994, 13.697052,810311.0676,810308.5513,-0.2018,-2.2893,-0.0252
521497204.4743538,52.333631999999994, 13.695673,810311.8993,810309.3830,-0.2018,-2.2893,-0.0252
521497204.52378654,52.336481, 13.694293,810312.3954,810309.8792,-0.2018,-2.2892,-0.0252
521497204.5732193,52.339329, 13.692914,810312.3842,810309.8680,-0.2018,-2.2892,-0.0252
521497204.6226523,52.342178, 13.691533999999999,810309.3434,810306.8272,-0.2018,-2.2892,-0.0252
521497204.6720855,52.345026999999995, 13.690154,810309.9705,810307.4543,-0.2017,-2.2892,-0.0252
521497204.72151875,52.347874999999995, 13.688773,810309.9424,810307.4263,-0.2017,-2.2892,-0.0252
521497204.77093935,52.350722999999995, 13.687393,810309.8395,810307.3234,-0.2017,-2.2892,-0.0252
521497204.8203728,52.353570999999995, 13.686012999999999,810314.2689,810311.7528,-0.2017,-2.2892,-0.0252
521497204.86980605,52.35642, 13.684631999999999,810314.1755,810311.6594,-0.2017,-2.2892,-0.0252
521497204.9192393,52.359268, 13.683250999999998,810308.6508,810306.1348,-0.2016,-2.2892,-0.0252
521497204.9686725,52.362117, 13.68187,810309.2446,810306.7286,-0.2016,-2.2892,-0.0252
521497205.018106,52.364965, 13.680489,810309.7843,810307.2683,-0.2016,-2.2892,-0.0252
521497205.06753755,52.367813999999996, 13.679108,810310.5919,810308.0759,-0.2016,-2.2892,-0.0252
521497205.1169703,52.370661999999996, 13.677726,810311.1162,810308.6002,-0.2016,-2.2892,-0.0252
521497205.1664033,52.373511, 13.676345,810314.3164,810311.8004,-0.2016,-2.2892,-0.0252
521497205.21583605,52.376359, 13.674963,810312.4099,810309.8939,-0.2016,-2.2892,-0.0252
521497205.26528144,52.379208, 13.673580999999999,810313.0515,810310.5355,-0.2016,-2.2892,-0.0252
521497205.3147142,52.382056999999996, 13.672198,810313.7200,810311.2040,-0.2016,-2.2892,-0.0252
521497205.3641472,52.384904999999996, 13.670815999999999,810314.4247,810311.9087,-0.2016,-2.2892,-0.0252
521497205.41357994,52.387753, 13.669433999999999,810315.5915,810313.0755,-0.2016,-2.2892,-0.0252
521497205.4630127,52.390601999999994, 13.668051,810316.5116,810313.9956,-0.2016,-2.2892,-0.0252
521497205.51244545,52.393449999999994, 13.666668999999999,810316.9942,810314.4782,-0.2017,-2.2891,-0.0252
521497205.5618782,52.396297999999994, 13.665286,810317.9071,810315.3911,-0.2017,-2.2891,-0.0252
521497205.61131096,52.399147, 13.663903,810317.5502,810315.0342,-0.2017,-2.2891,-0.0252
521497205.6607437,52.401995, 13.662519999999999,810318.0308,810315.5148,-0.2017,-2.2891,-0.0252
521497205.71017647,52.404843, 13.661137,810318.7054,810316.1894,-0.2017,-2.2891,-0.0252
521497205.7596092,52.407691, 13.659753,810319.3467,810316.8307,-0.2017,-2.2891,-0.0252
521497205.809042,52.41054, 13.65837,810323.0383,810320.5223,-0.2017,-2.2891,-0.0252
521497205.85848737,52.413388999999995, 13.656984999999999,810323.7057,810321.1897,-0.2017,-2.2891,-0.0252
521497205.90792036,52.416236999999995, 13.655602,810324.9934,810322.4774,-0.2017,-2.2891,-0.0252
521497205.9573531,52.419084999999995, 13.654218,810327.9189,810325.4029,-0.2017,-2.2891,-0.0252
521497206.00678587,52.421932999999996, 13.652833,810330.8269,810328.3109,-0.2017,-2.2891,-0.0252
521497206.05620694,52.424780999999996, 13.651449,810323.0635,810320.5475,-0.2017,-2.2891,-0.0252
521497206.1056397,52.427628999999996, 13.650065,810323.7838,810321.2679,-0.2017,-2.2890,-0.0252
521497206.1550851,52.430478, 13.648679999999999,810325.0323,810322.5164,-0.2017,-2.2890,-0.0252
521497206.20451784,52.433326, 13.647295,810326.0505,810323.5346,-0.2017,-2.2890,-0.0252
521497206.25395083,52.436174, 13.645909999999999,810327.4977,810324.9819,-0.2017,-2.2889,-0.0252
521497206.3033838,52.439021999999994, 13.644525,810328.2130,810325.6972,-0.2017,-2.2889,-0.0252
521497206.3528297,52.441871, 13.643139,810328.1316,810325.6158,-0.2017,-2.2889,-0.0252
521497206.40226316,52.444719, 13.641753999999999,810327.8544,810325.3386,-0.2017,-2.2889,-0.0252
521497206.4516964,52.447567, 13.640367999999999,810328.6613,810326.1456,-0.2017,-2.2888,-0.0252
521497206.5011296,52.450415, 13.638983,810330.3246,810327.8089,-0.2017,-2.2888,-0.0252
521497206.55056286,52.453264, 13.637597,810332.3036,810329.7879,-0.2017,-2.2888,-0.0252
521497206.5999963,52.456112, 13.636211,810334.6358,810332.1202,-0.2017,-2.2887,-0.0252
521497206.6494167,52.458959, 13.634825,810336.6594,810334.1438,-0.2017,-2.2887,-0.0252
521497206.6988628,52.461808, 13.633438,810344.3389,810341.8233,-0.2017,-2.2887,-0.0252
521497206.7482829,52.464655, 13.632052,810331.1434,810328.6278,-0.2017,-2.2887,-0.0252
521497206.79772854,52.467504, 13.630664999999999,810331.8289,810329.3134,-0.2017,-2.2886,-0.0252
523830003.4417007,52.332729, 13.699513,810532.3067,810529.8374,-0.1237,-2.3248,-0.0207
523830003.4911468,52.335578, 13.698132999999999,810532.5109,810530.0417,-0.1237,-2.3248,-0.0207
523830003.5405927,52.338426999999996, 13.696753999999999,810532.2706,810529.8015,-0.1236,-2.3248,-0.0207
523830003.59003854,52.341277, 13.695374,810533.7295,810531.2605,-0.1235,-2.3247,-0.0207
523830003.63948464,52.344125999999996, 13.693994,810531.5732,810529.1043,-0.1235,-2.3247,-0.0207
523830003.68893075,52.346975, 13.692613,810532.9767,810530.5079,-0.1234,-2.3247,-0.0207
523830003.7383766,52.349824, 13.691232999999999,810534.4042,810531.9355,-0.1233,-2.3247,-0.0207
523830003.78782225,52.352672999999996, 13.689852,810536.9004,810534.4318,-0.1233,-2.3246,-0.0207
523830003.8372679,52.355522, 13.688471999999999,810537.3902,810534.9217,-0.1232,-2.3246,-0.0207
523830003.8867135,52.358371, 13.687090999999999,810530.6607,810528.1923,-0.1231,-2.3246,-0.0207
523830003.93617177,52.361221, 13.68571,810529.7597,810527.2914,-0.1231,-2.3245,-0.0207
523830003.98561716,52.36407, 13.684329,810530.4056,810527.9374,-0.1230,-2.3245,-0.0207
523830004.03506374,52.366918999999996, 13.682946999999999,810531.0281,810528.5599,-0.1230,-2.3245,-0.0207
523830004.08450913,52.369768, 13.681566,810531.7106,810529.2424,-0.1230,-2.3245,-0.0207
523830004.1339674,52.372617999999996, 13.680183999999999,810535.8078,810533.3396,-0.1229,-2.3246,-0.0207
523830004.183413,52.375467, 13.678802,810532.9626,810530.4944,-0.1229,-2.3246,-0.0207
523830004.2328584,52.378316, 13.67742,810533.6059,810531.1377,-0.1229,-2.3246,-0.0207
523830004.28230405,52.381164999999996, 13.676038,810534.2153,810531.7471,-0.1229,-2.3246,-0.0207
523830004.33174944,52.384014, 13.674655999999999,810534.8942,810532.4260,-0.1229,-2.3247,-0.0207
523830004.38119507,52.386863, 13.673274,810535.5926,810533.1244,-0.1228,-2.3247,-0.0207
523830004.4306531,52.389713, 13.671890999999999,810536.5177,810534.0495,-0.1228,-2.3247,-0.0207
523830004.48011136,52.392562, 13.670508,810537.9818,810535.5136,-0.1228,-2.3247,-0.0207
523830004.529557,52.395410999999996, 13.669125,810538.2874,810535.8191,-0.1228,-2.3248,-0.0207
523830004.5790024,52.39826, 13.667741999999999,810538.7445,810536.2762,-0.1228,-2.3248,-0.0207
523830004.628448,52.401109, 13.666359,810538.8697,810536.4014,-0.1227,-2.3248,-0.0207
523830004.6779063,52.403959, 13.664976,810539.2725,810536.8042,-0.1227,-2.3248,-0.0207
523830004.72735167,52.406808, 13.663592,810539.9548,810537.4865,-0.1227,-2.3249,-0.0207
523830004.7767973,52.409656999999996, 13.662208999999999,810540.4835,810538.0152,-0.1227,-2.3249,-0.0207
523830004.8262427,52.412504999999996, 13.660824999999999,810544.8618,810542.3935,-0.1227,-2.3249,-0.0207
523830004.87570095,52.415355, 13.659441,810545.7054,810543.2371,-0.1226,-2.3249,-0.0207
523830004.9251466,52.418203999999996, 13.658057,810547.6321,810545.1638,-0.1226,-2.3250,-0.0207
523830004.974592,52.421053, 13.656673,810551.6072,810549.1389,-0.1226,-2.3250,-0.0207
523830005.02404904,52.423902, 13.655287999999999,810544.6797,810542.2114,-0.1226,-2.3250,-0.0207
523830005.07349515,52.426750999999996, 13.653903999999999,810544.4701,810542.0019,-0.1226,-2.3250,-0.0207
523830005.1229539,52.4296, 13.652519,810545.3391,810542.8709,-0.1225,-2.3250,-0.0207
523830005.1724,52.432449, 13.651133999999999,810546.9923,810544.5242,-0.1225,-2.3249,-0.0207
523830005.22184587,52.435297999999996, 13.649749,810547.9737,810545.5056,-0.1225,-2.3249,-0.0207
523830005.27130485,52.438147, 13.648363,810549.0308,810546.5627,-0.1225,-2.3249,-0.0207
523830005.3207636,52.440996999999996, 13.646977999999999,810549.1707,810546.7027,-0.1224,-2.3249,-0.0207
523830005.37020946,52.443846, 13.645593,810549.5182,810547.0502,-0.1224,-2.3249,-0.0207
523830005.4196682,52.446695, 13.644207,810549.6729,810547.2050,-0.1224,-2.3248,-0.0207
523830005.46911407,52.449543999999996, 13.642821,810551.2640,810548.7961,-0.1224,-2.3248,-0.0207
523830005.51857233,52.452393, 13.641435,810552.9610,810550.4932,-0.1223,-2.3248,-0.0207
523830005.56801796,52.455242, 13.640049,810554.6409,810552.1731,-0.1223,-2.3248,-0.0207
523830005.6174762,52.458090999999996, 13.638662,810559.8408,810557.3731,-0.1223,-2.3248,-0.0207
523830005.6669216,52.46094, 13.637276,810566.5475,810564.0798,-0.1223,-2.3247,-0.0207
523830005.71636724,52.463788, 13.63589,810550.9730,810548.5053,-0.1222,-2.3247,-0.0207
523830005.7658255,52.466637999999996, 13.634502999999999,810552.7880,810550.3204,-0.1222,-2.3247,-0.0207
523830005.8152838,52.469487, 13.633116,810553.1655,810550.6979,-0.1222,-2.3247,-0.0207
526162801.7481146,52.330993, 13.684762,810624.0731,810621.5862,-0.1622,-2.3091,-0.0155
526162801.7975862,52.333842999999995, 13.68338,810623.8526,810621.3657,-0.1623,-2.3091,-0.0155
526162801.89647746,52.339541, 13.680617999999999,810624.9965,810622.5096,-0.1623,-2.3091,-0.0155
526162801.9459486,52.342391, 13.679236,810625.2952,810622.8083,-0.1624,-2.3090,-0.0155
526162801.995394,52.34524, 13.677855,810625.6551,810623.1682,-0.1624,-2.3090,-0.0155
526162802.0448532,52.34809, 13.676473,810626.1717,810623.6848,-0.1624,-2.3090,-0.0155
526162802.09429884,52.350939, 13.675091,810625.7492,810623.2623,-0.1624,-2.3090,-0.0155
526162802.14375734,52.353787999999994, 13.673708999999999,810625.6500,810623.1630,-0.1625,-2.3090,-0.0155
526162802.1932156,52.356638, 13.672326,810626.2057,810623.7187,-0.1625,-2.3090,-0.0155
526162802.242661,52.359486999999994, 13.670943999999999,810626.8808,810624.3938,-0.1625,-2.3090,-0.0155
526162802.2921066,52.362334999999995, 13.669561999999999,810627.5480,810625.0610,-0.1625,-2.3090,-0.0155
526162802.34157753,52.365185999999994, 13.668178,810628.0970,810625.6099,-0.1626,-2.3090,-0.0155
526162802.3910229,52.368033999999994, 13.666796,810630.1138,810627.6267,-0.1626,-2.3090,-0.0155
526162802.4404812,52.370884, 13.665413,810630.4491,810627.9620,-0.1626,-2.3090,-0.0155
526162802.48993945,52.373732999999994, 13.664029,810630.3682,810627.8811,-0.1626,-2.3090,-0.0155
526162802.5393977,52.376583, 13.662645999999999,810630.6550,810628.1678,-0.1627,-2.3091,-0.0154
526162802.588856,52.379431999999994, 13.661261999999999,810631.3288,810628.8416,-0.1627,-2.3091,-0.0154
526162802.6383014,52.382281, 13.659879,810631.9719,810629.4847,-0.1627,-2.3091,-0.0154
526162802.68775964,52.38513, 13.658494999999998,810632.7843,810630.2971,-0.1627,-2.3091,-0.0154
526162802.73720527,52.387978999999994, 13.657110999999999,810633.2187,810630.7314,-0.1628,-2.3091,-0.0154
526162802.78666353,52.390828, 13.655726999999999,810633.7261,810631.2388,-0.1628,-2.3091,-0.0154
526162802.8361218,52.393677999999994, 13.654342,810634.4055,810631.9182,-0.1628,-2.3091,-0.0154
