Time,Latitude,Longitude,LLH,CorrectedLLH
512164688.0057926,-24.938005,34.452729,10.7075,10.6387
512164688.05672914,-24.935011,34.451966999999996,10.6934,10.6246
512164688.10766464,-24.932017,34.451204,10.7929,10.7241
512164688.1586001,-24.929024,34.450441,10.7896,10.7208
512164688.20953566,-24.926029999999997,34.449678,10.8390,10.7701
512164688.2604711,-24.923036,34.448915,10.7069,10.6380
512164688.3114067,-24.920043,34.448153,10.6694,10.6005
512164688.3623421,-24.917049,34.44739,10.7058,10.6369
512164688.4132777,-24.914054999999998,34.446627,10.7668,10.6979
512164688.46421313,-24.911061999999998,34.445864,10.4406,10.3717
512164688.51514864,-24.908068,34.445102,10.1986,10.1297
512164688.56608415,-24.905074,34.444339,8.3541,8.2852
512164688.61701965,-24.902081,34.443577,8.7743,8.7053
512164689.43198663,-24.854181,34.431379,11.9058,11.8363
512164690.85818154,-24.770353999999998,34.410049,-50.0235,-50.0948
512164690.909117,-24.76736,34.409287,-46.9449,-47.0163
512164690.96005255,-24.764366,34.408526,-44.2990,-44.3704
512164691.01098806,-24.761371999999998,34.407765,-42.3744,-42.4459
512164691.7750194,-24.716464,34.396347,-36.2759,-36.3476
512164691.8259549,-24.713469999999997,34.395586,-39.0665,-39.1381
512164691.8768904,-24.710476,34.394825,-36.6579,-36.7296
512164691.927826,-24.707482,34.394065,-40.0527,-40.1244
512164691.97876143,-24.704487999999998,34.393304,-38.4914,-38.5631
512164692.02969795,-24.701494,34.392542999999996,-40.7337,-40.8054
512164692.08063346,-24.6985,34.391782,-41.0271,-41.0988
512164692.1315689,-24.695505999999998,34.391020999999995,-40.2401,-40.3118
512164692.1825045,-24.692511999999997,34.390260999999995,-41.2058,-41.2774
512164692.2334399,-24.689518,34.3895,-44.6162,-44.6879
512164692.2843755,-24.686524,34.388739,-45.4318,-45.5034
512164693.36545396,-24.622978,34.3726,27.7422,27.6706
512164693.41638947,-24.619984,34.37184,23.3715,23.2999
512164693.772938,-24.599024999999997,34.366519,18.5485,18.4769
512164693.874809,-24.593037,34.365,14.3134,14.2418
512164696.6050565,-24.432541999999998,34.324304999999995,16.9620,16.8905
512164697.0634749,-24.405593999999997,34.317479999999996,29.2299,29.1584
512164697.1144104,-24.402599,34.316722,33.2563,33.1848
512164697.2162814,-24.396611,34.315205,38.9049,38.8334
512164697.2672167,-24.393615999999998,34.314447,30.1395,30.0680
512164697.3181522,-24.390622,34.313689,29.8746,29.8031
512164697.36908776,-24.387628,34.312931,30.3831,30.3116
512164697.7256363,-24.366667,34.307625,29.8653,29.7938
512164699.4065097,-24.26785,34.282627,54.5572,54.4858
512164699.45744514,-24.264855999999998,34.281869,50.9314,50.8600
512164699.50838065,-24.261861,34.281112,49.2576,49.1862
512164699.5593162,-24.258867,34.280355,66.6292,66.5578
512164699.61025167,-24.255872,34.279598,72.9121,72.8407
512164699.66118723,-24.252878,34.278841,73.7810,73.7096
512164699.7121227,-24.249883,34.278084,75.0184,74.9470
512164699.76305795,-24.246889,34.277327,76.4467,76.3753
512164699.8139935,-24.243893999999997,34.276571,76.2755,76.2041
512164699.86492896,-24.2409,34.275814,76.8203,76.7489
512164699.9158645,-24.237904999999998,34.275057,77.7687,77.6973
512164699.9668,-24.234911,34.2743,79.4689,79.3975
512164700.01773554,-24.231916,34.273543,80.3926,80.3212
512164700.0686701,-24.228921999999997,34.272785999999996,81.1791,81.1077
512164700.11960554,-24.225927,34.27203,78.9468,78.8754
512164700.1705411,-24.222932999999998,34.271273,63.1445,63.0731
512164700.22147655,-24.219938,34.270516,63.2729,63.2015
512164700.2724121,-24.216943999999998,34.26976,65.4233,65.3519
512164700.3233476,-24.213949,34.269003,65.8808,65.8094
512164700.476154,-24.204964999999998,34.266732999999995,68.8391,68.7677
512164700.5270896,-24.201971,34.265976,69.6529,69.5815
512164700.57802486,-24.198976,34.26522,70.7531,70.6817
512164700.6289603,-24.195981999999997,34.264463,72.9354,72.8640
512164700.67989594,-24.192987,34.263707,75.9549,75.8835
512164700.7308311,-24.189992,34.262951,82.3493,82.2779
512164700.78176665,-24.186998,34.262194,83.7899,83.7185
512164700.83270216,-24.184003,34.261438,84.7307,84.6593
512164700.88363767,-24.181009,34.260681,84.8972,84.8258
512164700.9345732,-24.178013999999997,34.259924999999996,84.6282,84.5568
512164700.9855086,-24.175019,34.259169,84.7211,84.6497
512164701.0364454,-24.172024999999998,34.258412,84.4893,84.4179
512164701.08738065,-24.16903,34.257656,84.5191,84.4477
512164701.1383162,-24.166034999999997,34.2569,84.3907,84.3193
512164701.18925166,-24.163041,34.256144,84.2981,84.2267
512164701.2401872,-24.160045999999998,34.255387,84.3668,84.2954
512164701.2911227,-24.157052,34.254630999999996,84.3527,84.2813
512164701.34205824,-24.154056999999998,34.253875,84.0811,84.0098
512164701.39299375,-24.151062,34.253119,83.6887,83.6174
512164701.44392926,-24.148068,34.252362999999995,83.5594,83.4880
512164701.8004777,-24.127105,34.247071,84.2713,84.2000
512164701.85141325,-24.124109999999998,34.246314999999996,84.5503,84.4790
512164701.90234876,-24.121116,34.245559,85.3248,85.2535
512164701.95328426,-24.118121,34.244803,86.6727,86.6014
512164702.0042198,-24.115126,34.244047,86.4148,86.3435
512164702.055154,-24.112132,34.243292,87.4209,87.3496
512164702.1060896,-24.109137,34.242536,88.1659,88.0946
512164702.1570251,-24.106142,34.24178,88.2878,88.2165
512164702.20796055,-24.103147999999997,34.241023999999996,86.8843,86.8130
512164702.2588961,-24.100153,34.240269,74.2291,74.1578
512164702.30983156,-24.097158,34.239512999999995,74.0518,73.9805
512164702.5645092,-24.082185,34.235735,78.8859,78.8146
512164702.61544466,-24.07919,34.234978999999996,78.8039,78.7326
512164702.66638017,-24.076195,34.234224,79.1959,79.1246
512164702.7173157,-24.0732,34.233467999999995,79.4502,79.3789
512164702.7682512,-24.070206,34.232713,82.1258,82.0545
512164702.9719932,-24.058227,34.229690999999995,81.4180,81.3467
512164703.0229297,-24.055232,34.228936,81.7083,81.6370
512164703.0738652,-24.052236999999998,34.228181,82.1334,82.0621
512164703.1248006,-24.049242,34.227426,81.8176,81.7463
512164703.1757362,-24.046248,34.22667,82.5967,82.5254
512164703.2266717,-24.043253,34.225915,84.8791,84.8078
512164703.27760714,-24.040257999999998,34.225159999999995,85.2878,85.2165
512164703.3285427,-24.037263,34.224405,85.3385,85.2672
512164703.3794782,-24.034267999999997,34.22365,85.8276,85.7563
512164703.4304135,-24.031274,34.222894,86.0791,86.0078
512164703.481349,-24.028278999999998,34.222139,86.3130,86.2417
512164703.5322845,-24.025284,34.221384,86.5934,86.5221
512164703.58322,-24.022289,34.220628999999995,86.4698,86.3985
512164703.6341555,-24.019294,34.219874,86.3130,86.2417
512164703.685091,-24.016299999999998,34.219119,88.6116,88.5403
512164703.7360265,-24.013305,34.218364,88.4335,88.3622
512164703.7869621,-24.01031,34.217608999999996,91.0569,90.9856
512164703.83789754,-24.007315,34.216854,91.5173,91.4460
512164703.8888331,-24.00432,34.216099,91.6292,91.5579
512164703.93976855,-24.001326,34.215345,91.8621,91.7908
512164703.9907041,-23.998331,34.21459,92.0507,91.9794
512164704.0416384,-23.995335999999998,34.213834999999996,92.2191,92.1478
512164704.0925739,-23.992341,34.21308,92.3282,92.2569
512164704.14350945,-23.989345999999998,34.212325,92.7521,92.6809
512164704.1944449,-23.986351,34.211571,92.9603,92.8890
512164704.2453804,-23.983356999999998,34.210816,92.9411,92.8698
512164704.2963159,-23.980362,34.210060999999996,93.3159,93.2446
512164704.3472514,-23.977366999999997,34.209306,93.7104,93.6391
512164704.3981869,-23.974372,34.208552,94.2262,94.1550
512164704.4491224,-23.971377,34.207797,95.0726,95.0013
512164704.500058,-23.968382,34.207043,95.8529,95.7816
512164704.55099344,-23.965387999999997,34.206288,96.8111,96.7399
512164704.60192895,-23.962393,34.205532999999996,97.5876,97.5163
512164704.6528645,-23.959398,34.204778999999995,98.9281,98.8569
512164704.70379996,-23.956402999999998,34.204024,100.1210,100.0498
512164704.7547355,-23.953408,34.203269999999996,101.4482,101.3770
512164704.805671,-23.950412999999998,34.202515999999996,102.5871,102.5159
512164704.8566064,-23.947418,34.201761,103.6275,103.5562
512164704.90754205,-23.944423,34.201007,104.5309,104.4597
512164704.95847744,-23.941428,34.200252,105.2678,105.1966
512164705.009413,-23.938433999999997,34.199498,105.7735,105.7023
512164705.06034946,-23.935439,34.198744,106.2762,106.2050
512164705.111285,-23.932444,34.197989,106.7510,106.6798
512164705.1622205,-23.929448999999998,34.197235,108.5956,108.5244
512164705.213156,-23.926454,34.196481,109.2169,109.1457
512164705.2640915,-23.923458999999998,34.195727,107.5642,107.4930
512164705.315027,-23.920464,34.194972,107.8095,107.7383
512164705.3659625,-23.917469,34.194218,107.9277,107.8565
512164705.416898,-23.914474,34.193464,108.2374,108.1662
512164705.46783334,-23.911479,34.19271,108.6512,108.5800
512164705.5187688,-23.908483999999998,34.191956,109.0536,108.9824
512164705.56970435,-23.905489,34.191202,109.5623,109.4911
512164705.62063956,-23.902493999999997,34.190447999999996,109.9066,109.8354
512164705.67157507,-23.899499,34.189693999999996,110.1426,110.0714
512164705.72251064,-23.896504,34.188939999999995,110.5410,110.4698
512164705.7734461,-23.89351,34.188186,110.7555,110.6843
512164705.82438165,-23.890515,34.187432,110.8600,110.7888
512164705.8753171,-23.88752,34.186678,111.1758,111.1046
512164705.9262526,-23.884525,34.185924,111.5201,111.4489
512164705.9771881,-23.881529999999998,34.18517,111.8906,111.8194
512164706.02812266,-23.878535,34.184416,112.0500,111.9788
512164706.07905823,-23.875539999999997,34.183662,112.1271,112.0559
512164706.1299937,-23.872545,34.182908999999995,112.4162,112.3450
512164706.18092924,-23.86955,34.182155,112.8812,112.8100
512164706.23186475,-23.866554999999998,34.181401,112.5129,112.4417
512164706.28280014,-23.86356,34.180647,112.6226,112.5514
512164706.33373576,-23.860564999999998,34.179894,112.5886,112.5174
512164706.3846712,-23.85757,34.17914,112.4184,112.3472
512164706.4356064,-23.854575,34.178385999999996,112.4470,112.3758
512164706.48654205,-23.85158,34.177633,111.9777,111.9065
512164706.53747743,-23.848585,34.176879,111.7286,111.6574
512164706.588413,-23.845589999999998,34.176125,111.2176,111.1464
512164706.6393485,-23.842595,34.175371999999996,111.0011,110.9299
512164706.690284,-23.839599999999997,34.174617999999995,110.5298,110.4586
512164706.7412195,-23.836605,34.173865,109.9282,109.8570
512164706.84309053,-23.830614999999998,34.172357999999996,109.1519,109.0807
512164707.0468336,-23.818634,34.169343999999995,107.3183,107.2471
512164707.097769,-23.815638999999997,34.168591,106.8460,106.7748
512164707.1487046,-23.812644,34.167837999999996,106.4404,106.3692
512164707.25057554,-23.806653999999998,34.166331,105.9682,105.8970
512164707.30151105,-23.803659,34.165578,105.5958,105.5246
512164707.35244656,-23.800663999999998,34.164825,105.3386,105.2674
512164707.403382,-23.797669,34.164071,105.0920,105.0208
512164707.45431757,-23.794674,34.163318,104.8364,104.7652
512164707.505253,-23.791679,34.162565,104.2813,104.2101
512164707.5561886,-23.788684,34.161812,103.7656,103.6944
512164707.6071241,-23.785688999999998,34.161059,103.5613,103.4901
512164707.6580596,-23.782694,34.160306,103.1393,103.0681
512164707.7089951,-23.779698,34.159552999999995,102.9427,102.8716
512164707.75993055,-23.776702999999998,34.1588,93.7743,93.7032
512164707.8108661,-23.773708,34.158046999999996,94.2274,94.1563
512164707.86180156,-23.770713,34.157294,94.5763,94.5052
512164707.91273713,-23.767718,34.156541,95.5658,95.4947
512164708.1164779,-23.755737999999997,34.153529,93.2897,93.2186
512164708.2183489,-23.749747,34.152024,94.1898,94.1187
512164708.2692845,-23.746751999999997,34.151271,92.2169,92.1458
512164708.32022,-23.743757,34.150518,92.4986,92.4275
512164708.37115544,-23.740762,34.149766,92.4957,92.4246
512164708.422091,-23.737766999999998,34.149013,93.9822,93.9111
512164708.4730265,-23.734772,34.14826,94.2486,94.1775
512164708.523962,-23.731776999999997,34.147508,95.2090,95.1379
512164708.5748975,-23.728780999999998,34.146755,95.8695,95.7984
512164708.6258331,-23.725786,34.146001999999996,96.0020,95.9309
512164708.67676854,-23.722790999999997,34.14525,96.0471,95.9760
512164708.7277041,-23.719796,34.144497,95.7376,95.6665
512164708.77863955,-23.716801,34.143744999999996,95.5491,95.4780
512164708.82957506,-23.713805999999998,34.142992,95.3276,95.2565
512164708.8805106,-23.71081,34.14224,95.1227,95.0516
512164708.9314461,-23.707815,34.141487,95.1040,95.0329
512164708.98238164,-23.704819999999998,34.140735,95.1194,95.0483
512164709.03331804,-23.701825,34.139981999999996,95.2502,95.1791
512164709.0842535,-23.698829999999997,34.13923,95.7420,95.6709
512164709.13518906,-23.695833999999998,34.138478,95.9022,95.8311
512164709.1861245,-23.692839,34.137724999999996,96.5592,96.4881
512164709.23706007,-23.689843999999997,34.136973,96.9017,96.8306
512164709.2879956,-23.686849,34.136221,97.3019,97.2308
512164709.3389311,-23.683854,34.135467999999996,97.4906,97.4196
512164709.3898666,-23.680858,34.134716,97.6163,97.5452
512164709.4408021,-23.677863,34.133964,98.2244,98.1534
512164709.4917376,-23.674868,34.133212,98.7490,98.6780
512164709.5426731,-23.671872999999998,34.13246,99.0664,98.9953
512164709.5936084,-23.668877,34.131707999999996,99.7762,99.7052
512164709.6445439,-23.665882,34.130955,100.2697,100.1986
512164709.69547945,-23.662886999999998,34.130203,100.6483,100.5773
512164709.7464149,-23.659892,34.129450999999996,100.9197,100.8487
512164709.7973504,-23.656896999999997,34.128699,100.9107,100.8396
512164709.8482859,-23.653900999999998,34.127947,99.3732,99.3022
512164709.8992212,-23.650906,34.127195,97.4332,97.3622
512164709.95015675,-23.647911,34.126443,85.8019,85.7309
512164710.0010922,-23.644916,34.125690999999996,86.1256,86.0546
512164710.05202675,-23.64192,34.124939,87.2196,87.1486
512164710.10296226,-23.638925,34.124188,86.3901,86.3191
512164710.15389776,-23.63593,34.123436,87.2872,87.2162
512164710.2048333,-23.632935,34.122684,87.7832,87.7122
512164710.2557688,-23.629939,34.121932,87.9925,87.9215
512164710.30670434,-23.626943999999998,34.121179999999995,88.4182,88.3472
512164710.3576398,-23.623949,34.120428,87.7306,87.6596
512164710.4085753,-23.620953,34.119676999999996,87.5708,87.4998
512164710.4595108,-23.617957999999998,34.118925,87.4160,87.3450
512164710.5104463,-23.614963,34.118173,87.4454,87.3744
512164710.5613819,-23.611967,34.117422,87.1646,87.0936
512164710.61231726,-23.608971999999998,34.11667,87.0021,86.9311
512164710.71418834,-23.602981999999997,34.115167,86.7797,86.7087
512164710.86699456,-23.593996,34.112912,86.2357,86.1647
512164710.91793007,-23.590999999999998,34.112161,86.0766,86.0056
512164710.96886563,-23.588005,34.111409,85.7116,85.6406
512164711.0198011,-23.58501,34.110658,84.8667,84.7957
512164711.07073784,-23.582013999999997,34.109905999999995,84.5826,84.5116
512164711.12167335,-23.579019,34.109155,83.4944,83.4234
512164711.1726086,-23.576024,34.108404,83.3384,83.2674
512164711.2235441,-23.573027999999997,34.107652,83.7990,83.7280
512164711.2744797,-23.570033,34.106901,84.1670,84.0960
512164711.32541513,-23.567038,34.10615,84.1917,84.1207
512164711.37635064,-23.564042,34.105398,84.2425,84.1715
512164711.42728615,-23.561047,34.104647,83.9815,83.9105
512164711.47822165,-23.558051,34.103896,85.8390,85.7680
512164711.5291572,-23.555056,34.103145,86.4426,86.3716
512164711.58009267,-23.552061,34.102393,89.3798,89.3088
512164711.6310281,-23.549065,34.101642,89.4434,89.3724
512164711.6819637,-23.54607,34.100891,89.3115,89.2405
512164711.7328991,-23.543074999999998,34.100139999999996,89.3568,89.2858
512164711.7838347,-23.540079,34.099388999999995,88.6380,88.5670
512164711.83477014,-23.537084,34.098638,88.1215,88.0505
512164711.88570565,-23.534088,34.097887,87.8744,87.8034
512164711.9366412,-23.531093,34.097136,88.2216,88.1506
512164711.98757666,-23.528098,34.096385,85.8874,85.8164
512164712.0385113,-23.525102,34.095634,83.3977,83.3267
512164712.0894468,-23.522107,34.094882999999996,81.2913,81.2203
512164712.14038205,-23.519112,34.094132,83.0589,82.9879
512164712.1913175,-23.516116,34.093381,82.8169,82.7459
512164712.242253,-23.513120999999998,34.09263,83.3967,83.3257
512164712.2931886,-23.510125,34.091879,84.0935,84.0225
512164712.344124,-23.50713,34.091128999999995,84.0213,83.9503
512164712.3950596,-23.504134,34.090378,83.6975,83.6265
512164712.4459951,-23.501139,34.089627,83.4172,83.3462
512164712.4969306,-23.498144,34.088876,83.1189,83.0480
512164712.5478661,-23.495148,34.088125,82.5716,82.5006
512164712.59880155,-23.492153,34.087375,82.3375,82.2666
512164712.6497371,-23.489157,34.086624,81.9315,81.8605
512164712.7006726,-23.486162,34.085873,81.3638,81.2929
512164712.75160813,-23.483166,34.085122999999996,80.6858,80.6149
512164712.80254364,-23.480171,34.084372,80.4061,80.3352
512164712.85347915,-23.477175,34.083622,80.3308,80.2599
512164712.90441465,-23.47418,34.082871,80.7444,80.6735
512164712.95535016,-23.471183999999997,34.082121,80.5104,80.4395
512164713.00628567,-23.468189,34.08137,80.3776,80.3067
512164713.05722207,-23.465193,34.080619999999996,80.2379,80.1670
512164713.10815763,-23.462197999999997,34.079868999999995,78.0762,78.0053
512164713.1590931,-23.459203,34.079119,76.0520,75.9811
512164713.2100286,-23.456207,34.078368,73.1150,73.0441
512164713.26096416,-23.453212,34.077618,76.9101,76.8392
512164713.3118996,-23.450215999999998,34.076867,76.5158,76.4449
512164713.36283517,-23.447221,34.076116999999996,78.5872,78.5163
512164713.4137706,-23.444225,34.075367,76.9723,76.9014
512164713.4647062,-23.441229999999997,34.074616999999996,76.3387,76.2678
512164713.5156417,-23.438233999999998,34.073865999999995,78.2807,78.2098
512164713.56657714,-23.435239,34.073116,81.2652,81.1943
512164713.6175127,-23.432243,34.072365999999995,81.1785,81.1076
512164713.6684482,-23.429247999999998,34.071616,81.2367,81.1658
512164713.7193837,-23.426251999999998,34.070865,81.3301,81.2592
512164713.770319,-23.423256,34.070115,81.6166,81.5457
512164713.8212545,-23.420261,34.069365,81.5406,81.4697
512164713.87219,-23.417265,34.068615,81.6650,81.5941
512164713.92312545,-23.41427,34.067865,81.4040,81.3331
512164713.974061,-23.411274,34.067115,80.8499,80.7790
512164714.02499527,-23.408279,34.066365,80.5249,80.4540
512164714.07593083,-23.405282999999997,34.065615,80.2970,80.2261
512164714.12686634,-23.402288,34.064865,80.0717,80.0008
512164714.1778018,-23.399292,34.064115,79.9355,79.8646
512164714.22873735,-23.396297,34.063365,79.9161,79.8452
512164714.2796728,-23.393300999999997,34.062615,79.9377,79.8668
512164714.33060837,-23.390306,34.061865,80.1389,80.0680
512164714.3815439,-23.38731,34.061115,80.1456,80.0747
512164714.4324794,-23.384314,34.060366,80.2867,80.2158
512164714.4834149,-23.381318999999998,34.059616,80.4313,80.3604
512164714.5343504,-23.378322999999998,34.058866,80.1603,80.0894
512164714.5852859,-23.375328,34.058116,80.1587,80.0878
512164714.6362214,-23.372332,34.057367,79.9883,79.9174
512164714.6871569,-23.369336999999998,34.056616999999996,79.9035,79.8326
512164714.7380924,-23.366341,34.055867,79.8215,79.7506
512164714.789028,-23.363345,34.055116999999996,79.7347,79.6638
512164714.83996344,-23.36035,34.054368,79.7849,79.7140
512164714.89089894,-23.357353999999997,34.053618,79.8257,79.7548
512164714.94183445,-23.354359,34.052869,80.0880,80.0171
512164714.99276996,-23.351363,34.052119,80.0514,79.9805
512164715.0437064,-23.348367,34.051369,80.1239,80.0530
512164715.0946419,-23.345371999999998,34.050619999999995,79.6316,79.5608
512164715.14557743,-23.342375999999998,34.04987,79.6157,79.5448
512164715.19651294,-23.33938,34.049121,79.5117,79.4408
512164715.2474484,-23.336385,34.048372,79.8077,79.7368
512164715.29838395,-23.333389,34.047622,79.4796,79.4088
512164715.34931946,-23.330394,34.046873,79.5198,79.4489
512164715.40025496,-23.327398,34.046123,78.9934,78.9225
512164715.4511905,-23.324402,34.045373999999995,79.3960,79.3252
512164715.5021259,-23.321407,34.044624999999996,80.0225,79.9516
512164715.5530615,-23.318410999999998,34.043875,79.2385,79.1676
512164715.60399675,-23.315414999999998,34.043126,79.9572,79.8864
512164715.65493226,-23.31242,34.042377,79.8240,79.7532
512164715.70586777,-23.309424,34.041627999999996,80.1532,80.0823
512164715.75680333,-23.306428,34.040878,81.0008,80.9300
512164715.8077388,-23.303433,34.040129,81.2205,81.1497
512164715.85867435,-23.300437,34.03938,81.4339,81.3631
512164715.9096098,-23.297441,34.038630999999995,81.4980,81.4271
512164715.96054524,-23.294446,34.037881999999996,81.6417,81.5709
512164716.01148087,-23.291449999999998,34.037133,81.6533,81.5825
512164716.06241536,-23.288453999999998,34.036384,81.9232,81.8524
512164716.1133509,-23.285459,34.035635,81.8900,81.8192
512164716.1642864,-23.282463,34.034886,81.8528,81.7820
512164716.2152219,-23.279467,34.034137,81.6942,81.6234
512164716.2661574,-23.276472,34.033387999999995,81.7836,81.7128
512164716.3170929,-23.273476,34.032638999999996,81.5343,81.4635
512164716.57177013,-23.258497,34.028894,80.4557,80.3849
512164716.6227057,-23.255502,34.028144999999995,80.4514,80.3806
512164716.67364115,-23.252506,34.027397,80.9113,80.8405
512164716.72457665,-23.249509999999997,34.026648,81.4157,81.3449
512164716.7755122,-23.246513999999998,34.025898999999995,81.7143,81.6435
512164716.82644767,-23.243519,34.02515,82.0606,81.9898
512164716.877383,-23.240523,34.024401999999995,82.2287,82.1579
512164716.92831844,-23.237527,34.023652999999996,82.7540,82.6832
512164716.979254,-23.234531,34.022904,82.9613,82.8905
512164717.03019047,-23.231536,34.022155999999995,83.1747,83.1039
512164717.0811259,-23.22854,34.021406999999996,83.1989,83.1281
512164717.1320615,-23.225544,34.020659,83.1896,83.1188
512164717.182997,-23.222548,34.019909999999996,83.4830,83.4122
512164717.2339325,-23.219552999999998,34.019162,83.5048,83.4340
512164717.28486794,-23.216556999999998,34.018412999999995,83.9854,83.9146
512164717.33580357,-23.213561,34.017665,84.2851,84.2143
512164717.38673896,-23.210565,34.016916,84.9151,84.8443
512164717.43767446,-23.20757,34.016168,85.1350,85.0642
512164717.48860997,-23.204573999999997,34.015419,85.3826,85.3118
512164717.5395455,-23.201577999999998,34.014671,85.4724,85.4016
512164717.59048104,-23.198582,34.013923,85.5561,85.4853
512164717.6414165,-23.195586,34.013174,85.6012,85.5304
512164717.692352,-23.192591,34.012426,85.3795,85.3087
512164717.7432875,-23.189595,34.011677999999996,85.3966,85.3258
512164717.794223,-23.186598999999998,34.010929,85.4164,85.3456
512164717.8451586,-23.183602999999998,34.010180999999996,85.5293,85.4585
512164717.896094,-23.180607,34.009433,85.9672,85.8964
512164717.9470296,-23.177611,34.008685,85.9452,85.8744
512164717.9979651,-23.174616,34.007937,85.8935,85.8227
512164718.04889935,-23.171619999999997,34.007189,85.7041,85.6333
512164718.09983486,-23.168623999999998,34.00644,86.1435,86.0727
512164718.15077037,-23.165627999999998,34.005691999999996,86.0111,85.9403
512164718.20170593,-23.162632,34.004944,86.2267,86.1559
512164718.2526414,-23.159637,34.004196,86.7794,86.7087
512164718.3035769,-23.156641,34.003448,87.6456,87.5749
512164718.35451245,-23.153644999999997,34.0027,87.9753,87.9046
512164718.4054479,-23.150648999999998,34.001951999999996,87.9664,87.8957
512164718.45638347,-23.147653,34.001204,87.9455,87.8748
512164718.5073189,-23.144657,34.000456,89.1590,89.0882
512164718.5582545,-23.141662,33.999708,89.4674,89.3966
512164718.60919,-23.138666,33.998961,89.6692,89.5984
512164718.6601255,-23.135669999999998,33.998213,89.8996,89.8288
512164718.711061,-23.132673999999998,33.997465,90.1163,90.0455
512164718.7619965,-23.129678,33.996717,90.2369,90.1662
512164718.812932,-23.126682,33.995968999999995,90.6472,90.5765
512164718.8638675,-23.123686,33.995221,90.6734,90.6027
512164718.914803,-23.12069,33.994474,90.8249,90.7542
512164718.96573853,-23.117694,33.993725999999995,90.4479,90.3772
512164719.016674,-23.114698999999998,33.992978,90.7787,90.7080
512164719.06761044,-23.111703,33.992231,90.8518,90.7811
512164719.11854595,-23.108707,33.991482999999995,91.0949,91.0242
